Time(kyr)	d18O(permille)	Stderror(permille)
23370.523	2.3495	0.22
23372.063	2.2765	0.22
23376.686	2.1837	0.22
23379.767	2.0609	0.22
23381.308	2.3994	0.22
23384.389	2.0256	0.22
23389.011	2.2694	0.22
23390.552	2.458	0.22
23392.093	2.4466	0.22
23395.174	2.5035	0.22
23398.255	2.2963	0.22
23399.796	2.245	0.22
23401.337	2.3358	0.22
23402.878	2.3409	0.22
23404.418	2.3021	0.22
23409.04	2.3194	0.22
23410.581	2.2525	0.22
23412.122	2.3123	0.22
23413.663	2.3307	0.22
23415.203	2.4113	0.22
23416.744	2.2781	0.22
23418.285	2.3659	0.22
23419.825	2.4662	0.22
23421.366	2.4576	0.22
23422.907	2.6148	0.22
23424.448	2.4479	0.22
23425.988	2.1636	0.22
23427.529	2.4974	0.22
23430.61	2.2691	0.22
23432.151	2.4643	0.22
23433.692	2.5661	0.22
23435.528	2.3107	0.22
23437.439	2.6346	0.22
23439.349	2.1428	0.22
23441.259	2.4179	0.22
23443.17	2.4874	0.22
23445.08	2.1866	0.22
23446.99	2.3126	0.22
23448.901	2.1939	0.22
23452.721	2.3291	0.22
23456.542	2.351	0.22
23458.453	2.2751	0.22
23460.363	2.4441	0.22
23462.273	2.479	0.22
23464.184	2.4889	0.22
23466.094	2.3358	0.22
23468.004	2.3955	0.22
23471.825	2.5321	0.22
23473.583	2.31	0.22
23475.646	2.4622	0.22
23477.556	2.5694	0.22
23481.377	2.4057	0.22
23487.108	2.4355	0.22
23489.018	2.4044	0.22
23490.929	2.4484	0.22
23494.749	2.4696	0.22
23496.66	2.4273	0.22
23498.57	2.3708	0.22
23502.391	2.4487	0.22
23504.301	2.2836	0.22
23506.211	2.7535	0.22
23508.122	2.7404	0.22
23510.032	2.3077	0.22
23513.853	2.6358	0.22
23515.999	2.721	0.22
23518.499	2.4773	0.22
23524.999	2.37	0.22
23527.499	2.41	0.22
23529.999	2.48	0.22
23532.499	2.34	0.22
23534.999	2.29	0.22
23537.499	2.43	0.22
23539.999	2.6	0.22
23547.499	2.57	0.22
23549.999	2.52	0.22
23552.499	2.52	0.22
23554.999	2.75	0.22
23557.499	2.61	0.22
23565	2.44	0.22
23570	2.63	0.22
23572.5	2.46	0.22
23575	2.32	0.22
23577.5	2.4	0.22
23580	2.59	0.22
23582.5	2.42	0.22
23585	2.4	0.22
23587.5	2.37	0.22
23590	2.65	0.22
23592.5	2.57	0.22
23595	2.6	0.22
23597.5	2.7	0.22
23600	2.49	0.22
23602.761	2.55	0.22
23605.696	2.5	0.22
23608.63	2.51	0.22
23611.565	2.42	0.22
23614.5	2.4	0.22
23617.435	2.22	0.22
23620.37	2.39	0.22
23623.304	2.39	0.22
23626.239	2.38	0.22
23629.174	2.29	0.22
23632.109	2.2	0.22
23637.978	2.28	0.22
23640.913	2.34	0.22
23643.848	2.48	0.22
23646.783	2.61	0.22
23649.717	2.35	0.22
23652.3	2.65	0.22
23656.174	2.25	0.22
23659.109	2.24	0.22
23662.043	2.32	0.22
23664.978	2.59	0.22
23667.913	2.15	0.22
23670.848	2.23	0.22
23673.783	2.37	0.22
23676.717	2.42	0.22
23679.652	2.53	0.22
23682.587	2.38	0.22
23685.522	2.27	0.22
23691.391	2.38	0.22
23694.326	2.27	0.22
23700.196	2.48	0.22
23703.13	1.99	0.22
23706.065	1.86	0.22
23712.372	2.34	0.22
23715.744	2.16	0.22
23719.116	2.24	0.22
23722.488	1.91	0.22
23729.233	2.08	0.22
23732.605	2.2	0.22
23742.721	2.12	0.22
23746.093	1.97	0.22
23749.465	1.89	0.22
23752.838	1.91	0.22
23756.21	1.83	0.22
23759.582	1.88	0.22
23762.954	2.19	0.22
23766.326	2.26	0.22
23769.698	2.09	0.22
23773.07	2.04	0.22
23776.442	2.18	0.22
23779.815	2.23	0.22
23786.559	2.47	0.22
23789.931	2.11	0.22
23793.303	2.03	0.22
23796.675	2.3	0.22
23800.047	2.19	0.22
23803.419	2.11	0.22
23806.792	2.21	0.22
23810.164	2.14	0.22
23813.536	2.06	0.22
23816.908	2.17	0.22
23820.28	2.24	0.22
23823.652	2.29	0.22
23826.251	2.13	0.22
23828.334	2.43	0.22
23838.751	2.37	0.22
23840.834	2.12	0.22
23842.918	2.28	0.22
23845.001	2.09	0.22
23847.084	2.28	0.22
23849.168	2.2	0.22
23851.251	2.19	0.22
23853.334	2.18	0.22
23855.418	2.4	0.22
23857.501	2.27	0.22
23859.584	2.17	0.22
23861.668	2.39	0.22
23863.751	2.35	0.22
23865.834	2.41	0.22
23867.918	2.28	0.22
23872.084	2.08	0.22
23874.168	2.06	0.22
23876.251	2.14	0.22
23878.334	2.03	0.22
23880.418	1.94	0.22
23882.501	1.94	0.22
23884.584	2.17	0.22
23886.668	2.05	0.22
23888.751	2.12	0.22
23890.834	2.22	0.22
23892.918	2.5	0.22
23895.001	2.34	0.22
23897.084	2.4	0.22
23899.168	2.35	0.22
23901.251	2.32	0.22
23903.334	2.22	0.22
23906.93	2.31	0.22
23908.86	2.08	0.22
23910.789	2.42	0.22
23912.718	2.37	0.22
23914.648	2.12	0.22
23915.9	2.16	0.22
23916.577	2.1	0.22
23917.2	2.38	0.22
23918.5	2.39	0.22
23918.506	2.29	0.22
23919.9	2.29	0.22
23920.436	2.33	0.22
23921.2	2.14	0.22
23922.365	2.45	0.22
23922.5	2.32	0.22
23925.2	2.39	0.22
23926.5	2.44	0.22
23927.9	2.2	0.22
23929.5	2.4	0.22
23931.2	2.19	0.22
23932.9	2.35	0.22
23934.7	2.34	0.22
23937	2.13	0.22
23939.2	2.22	0.22
23941.4	2.23	0.22
23943.6	2.33	0.22
23944.1	2.33	0.22
23946.3	2.37	0.22
23948.8	2.18	0.22
23951.4	2.36	0.22
23953.9	2.18	0.22
23956.4	2.04	0.22
23958.9	2.11	0.22
23961.5	2.1	0.22
23964	2.24	0.22
23966.6	2.41	0.22
23969.3	2.41	0.22
23972	2.19	0.22
23974.7	2.24	0.22
23977.4	2.23	0.22
23980.1	2.41	0.22
23982.7	2.47	0.22
23985.4	2.3	0.22
23988.1	2.28	0.22
23990.8	2.19	0.22
23993.5	2.29	0.22
23996.1	2.24	0.22
23998.8	2.24	0.22
24001.5	2.07	0.22
24004.2	2.08	0.22
24006.9	2.06	0.22
24009.6	2.28	0.22
24012.2	2.14	0.22
24015.7	2.18	0.22
24019.1	2.18	0.22
24022.4	2.14	0.22
24025.8	2.07	0.22
24029.1	2.05	0.22
24032.4	2.31	0.22
24035.7	2.31	0.22
24039.1	2.24	0.22
24042.6	2.27	0.22
24045.9	2.05	0.22
24049.9	2.01	0.22
24054.1	2.12	0.22
24058.3	2.03	0.22
24062.5	2.38	0.22
24066.8	2.33	0.22
24071	2.33	0.22
24075.4	2.31	0.22
24079.7	2.28	0.22
24082.87	2.3783	0.22
24083.9	2.17	0.22
24085.327	2.3694	0.22
24087.784	2.165	0.22
24087.9	2.33	0.22
24090.241	2.3643	0.22
24091.3	2.38	0.22
24092.698	2.294	0.22
24097.612	2.2495	0.22
24100.069	2.2962	0.22
24102.525	2.2819	0.22
24104.982	2.3439	0.22
24107.439	2.1491	0.22
24109.896	2.284	0.22
24112.353	2.2616	0.22
24117.267	2.0349	0.22
24119.724	2.1955	0.22
24122.18	2.2856	0.22
24124.637	2.1816	0.22
24127.094	2.0182	0.22
24129.551	2.249	0.22
24134.465	2.3921	0.22
24136.922	2.1607	0.22
24139.379	2.0853	0.22
24141.835	2.1866	0.22
24144.292	2.2531	0.22
24146.749	2.2589	0.22
24149.206	2.1622	0.22
24151.663	2.2962	0.22
24159.034	2.2988	0.22
24161.31	2.2443	0.22
24162.865	2.2654	0.22
24165.975	2.359	0.22
24167.53	2.3361	0.22
24169.084	2.5169	0.22
24170.639	2.1928	0.22
24172.194	2.1747	0.22
24173.749	2.1683	0.22
24175.304	2.3579	0.22
24176.859	2.2615	0.22
24178.414	2.2327	0.22
24179.969	2.2667	0.22
24181.524	2.2843	0.22
24183.078	2.2516	0.22
24184.633	2.3589	0.22
24186.188	2.2223	0.22
24187.743	2.3063	0.22
24189.298	2.2773	0.22
24190.853	2.5138	0.22
24192.408	2.1624	0.22
24193.963	2.1784	0.22
24195.518	2.3695	0.22
24198.627	2.3613	0.22
24200.182	2.2803	0.22
24201.737	2.1458	0.22
24203.292	2.4639	0.22
24204.847	2.2759	0.22
24206.402	2.3251	0.22
24207.957	2.1778	0.22
24209.512	2.1155	0.22
24211.067	2.1877	0.22
24212.621	2.3126	0.22
24214.176	2.0623	0.22
24215.731	2.2726	0.22
24217.286	2.2711	0.22
24218.841	2.186	0.22
24220.396	2.1692	0.22
24221.951	2.3145	0.22
24223.506	2.195	0.22
24226.615	2.1782	0.22
24228.17	2.0786	0.22
24229.725	2.142	0.22
24232.835	2.0148	0.22
24235.945	2.1324	0.22
24237.5	2.3657	0.22
24239.055	2.2912	0.22
24240.61	2.4166	0.22
24242.164	2.2943	0.22
24243.719	2.6192	0.22
24245.274	2.2502	0.22
24246.829	2.2222	0.22
24248.384	2.2229	0.22
24249.939	2.4181	0.22
24251.494	2.2035	0.22
24253.049	2.3843	0.22
24254.604	2.3329	0.22
24256.158	2.3092	0.22
24257.713	2.3989	0.22
24259.268	2.1263	0.22
24260.823	2.3245	0.22
24262.378	2.3494	0.22
24265.056	2.3234	0.22
24268.481	2.5323	0.22
24271.907	2.4023	0.22
24275.333	2.5997	0.22
24278.759	2.6543	0.22
24282.185	2.4172	0.22
24285.611	2.5445	0.22
24289.037	2.5428	0.22
24292.463	2.4823	0.22
24295.889	2.4669	0.22
24299.315	2.3019	0.22
24302.741	2.3889	0.22
24309.593	2.4148	0.22
24313.019	2.4979	0.22
24316.444	2.3813	0.22
24323.296	2.4152	0.22
24333.574	2.3791	0.22
24337	2.4922	0.22
24343.282	2.4244	0.22
24346.423	2.3736	0.22
24349.564	2.4446	0.22
24352.705	2.4344	0.22
24365.269	2.5204	0.22
24368.41	2.4185	0.22
24371.551	2.4138	0.22
24374.692	2.4438	0.22
24377.833	2.2689	0.22
24380.974	2.2275	0.22
24387.256	2.4052	0.22
24390.397	2.2739	0.22
24393.538	2.4501	0.22
24396.679	2.4905	0.22
24399.82	2.3062	0.22
24402.961	2.3449	0.22
24406.102	2.6283	0.22
24409.243	2.5655	0.22
24412.384	2.314	0.22
24415.525	2.4732	0.22
24418.666	2.3866	0.22
24421.807	2.6345	0.22
24424.948	2.5988	0.22
24428.089	2.5162	0.22
24431.23	2.5352	0.22
24434.371	2.7387	0.22
24440.609	2.533	0.22
24442.613	2.6257	0.22
24444.617	2.648	0.22
24446.621	2.6414	0.22
24448.624	2.6046	0.22
24450.628	2.5443	0.22
24454.635	2.534	0.22
24456.639	2.7241	0.22
24458.643	2.4837	0.22
24460.647	2.5891	0.22
24462.65	2.4779	0.22
24464.654	2.2209	0.22
24466.658	2.361	0.22
24468.661	2.3048	0.22
24470.665	2.4195	0.22
24474.673	2.6815	0.22
24476.676	2.4938	0.22
24478.68	2.3623	0.22
24480.684	2.1474	0.22
24482.687	2.6949	0.22
24484.691	2.3955	0.22
24486.695	2.2999	0.22
24488.699	2.3035	0.22
24490.702	2.3539	0.22
24492.706	2.3362	0.22
24494.71	2.6022	0.22
24496.713	2.5167	0.22
24498.717	2.4476	0.22
24500.721	2.38	0.22
24502.725	2.5615	0.22
24504.728	2.4359	0.22
24506.732	2.5916	0.22
24508.736	2.4631	0.22
24510.739	2.5202	0.22
24512.743	2.5366	0.22
24514.747	2.6298	0.22
24516.751	2.6302	0.22
24518.754	2.6517	0.22
24520.758	2.4354	0.22
24522.762	2.4861	0.22
24524.765	2.6293	0.22
24526.769	2.4207	0.22
24528.773	2.5353	0.22
24530.776	2.5229	0.22
24532.78	2.4549	0.22
24534.784	2.4887	0.22
24536.788	2.304	0.22
24538.791	2.5731	0.22
24540.795	2.2496	0.22
24542.799	2.543	0.22
24545.147	2.4873	0.22
24548.011	2.667	0.22
24550.876	2.8071	0.22
24553.74	2.4086	0.22
24556.605	2.6838	0.22
24559.469	2.5818	0.22
24562.334	2.2377	0.22
24565.199	2.5449	0.22
24568.063	2.184	0.22
24570.928	2.4807	0.22
24573.792	2.3301	0.22
24576.657	2.4258	0.22
24579.521	2.4363	0.22
24582.386	2.4229	0.22
24585.25	2.4321	0.22
24588.115	2.4604	0.22
24590.979	2.0894	0.22
24593.844	2.2827	0.22
24596.708	2.1476	0.22
24599.573	2.21	0.22
24605.302	2.3763	0.22
24611.031	2.1977	0.22
24613.896	2.4723	0.22
24616.76	2.2072	0.22
24619.625	2.3865	0.22
24622.489	2.327	0.22
24625.354	2.1626	0.22
24628.218	2.5073	0.22
24631.083	2.1002	0.22
24633.947	2.214	0.22
24636.812	2.2223	0.22
24639.676	2.092	0.22
24641.624	2.15	0.22
24642.541	2.4694	0.22
24645.405	2.6185	0.22
24645.635	2.27	0.22
24648.27	2.6698	0.22
24649.759	2.4	0.22
24651.134	2.4751	0.22
24652.853	2.55	0.22
24653.999	2.5746	0.22
24655.279	2.52	0.22
24657.413	2.64	0.22
24659.547	2.63	0.22
24661.681	2.52	0.22
24663.815	2.57	0.22
24665.949	2.57	0.22
24668.082	2.49	0.22
24670.216	2.38	0.22
24672.35	2.49	0.22
24674.484	2.61	0.22
24676.618	2.37	0.22
24678.752	2.29	0.22
24680.886	2.39	0.22
24683.019	2.57	0.22
24685.153	2.44	0.22
24687.287	2.58	0.22
24689.421	2.42	0.22
24691.555	2.48	0.22
24693.689	2.42	0.22
24695.822	2.33	0.22
24697.956	2.43	0.22
24700.09	2.42	0.22
24702.224	2.42	0.22
24704.358	2.41	0.22
24706.492	2.31	0.22
24708.626	2.5	0.22
24710.759	2.25	0.22
24712.893	2.52	0.22
24715.027	2.36	0.22
24717.161	2.42	0.22
24719.295	2.39	0.22
24721.429	2.36	0.22
24723.563	2.39	0.22
24725.696	2.34	0.22
24727.83	2.34	0.22
24729.964	2.35	0.22
24732.098	2.47	0.22
24734.232	2.46	0.22
24736.366	2.335	0.22
24738.5	2.29	0.22
24742.767	2.41	0.22
24744.901	2.47	0.22
24747.035	2.54	0.22
24751.303	2.45	0.22
24753.436	2.44	0.22
24755.57	2.39	0.22
24757.704	2.53	0.22
24759.838	2.38	0.22
24761.972	2.55	0.22
24766.24	2.43	0.22
24768.373	2.42	0.22
24770.507	2.32	0.22
24772.641	2.63	0.22
24774.775	2.39	0.22
24776.909	2.46	0.22
24779.043	2.4	0.22
24781.177	2.67	0.22
24783.31	2.74	0.22
24785.444	2.64	0.22
24787.578	2.39	0.22
24789.712	2.61	0.22
24791.846	2.42	0.22
24793.98	2.51	0.22
24796.113	2.55	0.22
24798.247	2.18	0.22
24800.381	2.55	0.22
24802.515	2.49	0.22
24804.649	2.69	0.22
24806.783	2.58	0.22
24808.917	2.52	0.22
24811.05	2.5	0.22
24813.184	2.57	0.22
24815.318	2.51	0.22
24817.452	2.67	0.22
24819.586	2.54	0.22
24821.72	2.47	0.22
24824.6	2.6	0.22
24828.6	2.64	0.22
24832.6	2.56	0.22
24836.6	2.32	0.22
24840.6	2.62	0.22
24844.6	2.46	0.22
24848.6	2.13	0.22
24852.6	2.45	0.22
24860.6	2.15	0.22
24864.6	2.3	0.22
24868.6	2.3	0.22
24876.6	2.39	0.22
24880.599	2.27	0.22
24884.599	2.33	0.22
24888.599	2.49	0.22
24892.599	2.24	0.22
24900.599	2.37	0.22
24904.599	2.38	0.22
24908.599	2.45	0.22
24912.599	2.46	0.22
24916.599	2.56	0.22
24920.599	2.79	0.22
24924.599	2.49	0.22
24932.599	2.38	0.22
24936.337	2.68	0.22
24939.68	2.59	0.22
24943.024	2.42	0.22
24946.368	2.5	0.22
24949.712	2.66	0.22
24959.743	2.52	0.22
24963.087	2.55	0.22
24969.774	2.46	0.22
24973.118	2.65	0.22
24976.462	2.71	0.22
24979.806	2.56	0.22
24986.493	2.42	0.22
24989.837	2.37	0.22
24996.525	2.75	0.22
24999.868	2.45	0.22
25003.212	2.3	0.22
25006.556	2.45	0.22
25009.9	2.54	0.22
25019.931	2.56	0.22
25023.275	2.6	0.22
25026.619	2.61	0.22
25029.962	2.45	0.22
25033.306	2.48	0.22
25036.65	2.52	0.22
25039.994	2.62	0.22
25043.593	2.7	0.22
25047.574	2.46	0.22
25051.556	2.54	0.22
25055.537	2.33	0.22
25059.519	2.41	0.22
25063.5	2.51	0.22
25067.482	2.52	0.22
25071.463	2.65	0.22
25075.445	2.48	0.22
25079.426	2.29	0.22
25083.408	2.45	0.22
25087.389	2.37	0.22
25091.371	2.41	0.22
25095.352	2.26	0.22
25099.334	2.39	0.22
25103.315	2.26	0.22
25107.297	2.59	0.22
25111.278	2.5	0.22
25115.26	2.44	0.22
25119.241	2.44	0.22
25123.223	2.57	0.22
25127.204	2.4	0.22
25131.186	2.48	0.22
25135.167	2.36	0.22
25139.149	2.54	0.22
25143.13	2.49	0.22
25147.112	2.36	0.22
25151.093	2.26	0.22
25155.075	2.39	0.22
25159.056	2.39	0.22
25163.038	2.48	0.22
25167.019	2.46	0.22
25171.001	2.39	0.22
25174.982	2.51	0.22
25178.964	2.39	0.22
25182.945	2.29	0.22
25186.927	2.45	0.22
25190.908	2.54	0.22
25194.89	2.54	0.22
25198.871	2.55	0.22
25202.853	2.51	0.22
25206.834	2.28	0.22
25210.816	2.39	0.22
25214.623	2.51	0.22
25217.733	2.37	0.22
25220.844	2.49	0.22
25223.954	2.7	0.22
25227.065	2.45	0.22
25230.175	2.46	0.22
25233.286	2.44	0.22
25236.396	2.66	0.22
25239.506	2.39	0.22
25242.617	2.45	0.22
25245.727	2.26	0.22
25248.838	2.71	0.22
25251.948	2.46	0.22
25255.058	2.37	0.22
25258.169	2.51	0.22
25261.279	2.17	0.22
25264.39	2.39	0.22
25267.5	2.51	0.22
25270.61	2.29	0.22
25273.721	2.36	0.22
25276.831	2.24	0.22
25279.942	2.33	0.22
25283.052	2.33	0.22
25286.162	2.39	0.22
25289.273	2.36	0.22
25292.383	2.46	0.22
25295.494	2.45	0.22
25298.604	2.55	0.22
25301.714	2.48	0.22
25304.825	2.33	0.22
25307.935	2.47	0.22
25311.046	2.51	0.22
25314.156	2.31	0.22
25317.267	2.61	0.22
25323.724	2.48	0.22
25327.13	2.5	0.22
25330.537	2.28	0.22
25333.943	2.55	0.22
25337.349	2.62	0.22
25340.755	2.59	0.22
25344.162	2.53	0.22
25347.568	2.24	0.22
25350.974	2.41	0.22
25354.381	2.45	0.22
25357.787	2.56	0.22
25361.193	2.53	0.22
25364.599	2.68	0.22
25368.006	2.55	0.22
25371.412	2.51	0.22
25374.818	2.26	0.22
25378.225	2.31	0.22
25381.631	2.17	0.22
25385.037	2.38	0.22
25388.443	2.33	0.22
25391.85	2.06	0.22
25395.256	2.29	0.22
25398.662	2.57	0.22
25402.068	2.6	0.22
25405.475	2.34	0.22
25408.881	2.39	0.22
25412.287	2.48	0.22
25415.694	2.37	0.22
25419.1	2.32	0.22
25422.506	2.35	0.22
25425.912	2.41	0.22
25429.319	2.3	0.22
25432.583	2.37	0.22
25435.813	2.31	0.22
25439.042	2.29	0.22
25442.271	2.37	0.22
25445.5	2.36	0.22
25448.729	2.38	0.22
25451.959	2.23	0.22
25455.188	2.55	0.22
25458.417	2.54	0.22
25461.646	2.38	0.22
25464.875	2.39	0.22
25468.105	2.65	0.22
25471.334	2.43	0.22
25474.563	2.41	0.22
25477.792	2.34	0.22
25481.021	2.32	0.22
25484.251	2.29	0.22
25487.48	2.52	0.22
25490.709	2.28	0.22
25493.938	2.54	0.22
25497.167	2.24	0.22
25497.813	2.4669	0.22
25500.526	2.56	0.22
25501.042	2.4025	0.22
25504.013	2.68	0.22
25504.272	2.7231	0.22
25507.372	2.55	0.22
25507.501	2.8017	0.22
25510.73	2.5721	0.22
25510.859	2.55	0.22
25513.959	2.7678	0.22
25517.188	2.661	0.22
25520.418	2.6941	0.22
25523.515	2.6665	0.22
25526.082	2.6261	0.22
25528.65	2.6034	0.22
25531.217	2.6912	0.22
25533.785	2.8124	0.22
25536.352	2.6218	0.22
25538.92	2.6695	0.22
25541.487	2.6835	0.22
25544.055	2.8257	0.22
25546.623	2.7099	0.22
25549.19	2.5801	0.22
25551.758	2.7283	0.22
25554.325	2.6056	0.22
25556.893	2.8207	0.22
25559.46	2.6668	0.22
25562.028	2.694	0.22
25564.596	2.7005	0.22
25567.163	2.6439	0.22
25569.731	2.6472	0.22
25572.298	2.5208	0.22
25574.866	2.7115	0.22
25577.433	2.5759	0.22
25580.001	2.4717	0.22
25582.569	2.5392	0.22
25585.136	2.4676	0.22
25587.704	2.5972	0.22
25590.271	2.5898	0.22
25592.839	2.5335	0.22
25595.406	2.7938	0.22
25597.974	2.5292	0.22
25600.797	2.6457	0.22
25603.792	2.8081	0.22
25606.786	2.5472	0.22
25609.78	2.4591	0.22
25612.774	2.5566	0.22
25615.768	2.5079	0.22
25618.762	2.5023	0.22
25621.757	2.577	0.22
25624.751	2.463	0.22
25627.745	2.5777	0.22
25630.739	2.5709	0.22
25633.733	2.5606	0.22
25636.727	2.5587	0.22
25639.722	2.4095	0.22
25642.716	2.5724	0.22
25645.71	2.5592	0.22
25648.704	2.672	0.22
25654.692	2.4282	0.22
25657.686	2.6163	0.22
25660.681	2.4824	0.22
25663.675	2.4231	0.22
25666.669	2.4784	0.22
25669.663	2.5408	0.22
25672.657	2.4986	0.22
25675.651	2.5859	0.22
25678.646	2.5609	0.22
25681.64	2.3706	0.22
25684.634	2.6305	0.22
25687.628	2.3798	0.22
25690.622	2.3246	0.22
25693.616	2.3988	0.22
25696.611	2.466	0.22
25702.496	2.4661	0.22
25704.974	2.6967	0.22
25707.452	2.5571	0.22
25709.93	2.7596	0.22
25712.408	2.7184	0.22
25714.886	2.665	0.22
25717.364	2.7094	0.22
25719.842	2.647	0.22
25722.32	2.766	0.22
25724.798	2.5743	0.22
25727.277	2.5185	0.22
25729.755	2.4561	0.22
25732.233	2.6117	0.22
25737.189	2.4779	0.22
25739.667	2.3945	0.22
25742.145	2.4872	0.22
25744.623	2.6351	0.22
25747.101	2.5742	0.22
25749.579	2.7913	0.22
25752.057	2.6783	0.22
25754.536	2.6674	0.22
25759.492	2.5829	0.22
25761.97	2.49005	0.22
25764.448	2.5048	0.22
25766.926	2.5104	0.22
25769.404	2.464	0.22
25771.882	2.4618	0.22
25774.36	2.4368	0.22
25776.838	2.3951	0.22
25779.316	2.4395	0.22
25781.795	2.4956	0.22
25784.273	2.5772	0.22
25786.751	2.3803	0.22
25789.229	2.5699	0.22
25791.707	2.5056	0.22
25794.185	2.4494	0.22
25796.663	2.455	0.22
25799.141	2.3699	0.22
25801.619	2.3207	0.22
25804.097	2.4931	0.22
25806.575	2.5345	0.22
25809.054	2.5299	0.22
25811.532	2.7718	0.22
25814.01	2.7097	0.22
25816.888	2.7138	0.22
25820.033	2.6357	0.22
25823.178	2.5486	0.22
25826.323	2.6849	0.22
25829.469	2.6688	0.22
25832.614	2.5857	0.22
25835.759	2.6991	0.22
25838.904	2.4954	0.22
25842.049	2.7343	0.22
25845.194	2.6686	0.22
25848.339	2.5023	0.22
25851.484	2.6641	0.22
25854.63	2.4598	0.22
25857.775	2.6569	0.22
25860.92	2.4741	0.22
25864.065	2.7525	0.22
25867.21	2.6733	0.22
25870.355	2.7523	0.22
25873.5	2.6862	0.22
25876.645	2.6742	0.22
25879.79	2.6645	0.22
25882.936	2.5982	0.22
25886.081	2.836	0.22
25889.226	2.4804	0.22
25892.371	2.7416	0.22
25895.652	2.6083	0.22
25898.967	2.6195	0.22
25902.283	2.6733	0.22
25905.598	2.7346	0.22
25908.913	2.5608	0.22
25912.228	2.6893	0.22
25915.543	2.632	0.22
25918.859	2.674	0.22
25922.174	2.519	0.22
25925.489	2.7076	0.22
25928.804	2.3832	0.22
25932.12	2.516	0.22
25935.435	2.5267	0.22
25938.75	2.6082	0.22
25942.065	2.6017	0.22
25945.38	2.8374	0.22
25948.696	2.6712	0.22
25952.011	2.5797	0.22
25954.92	2.6724	0.22
25957.22	2.5978	0.22
25959.52	2.5866	0.22
25961.82	2.7565	0.22
25964.12	2.7335	0.22
25966.42	2.8179	0.22
25968.72	2.8155	0.22
25971.02	2.6881	0.22
25973.32	2.6272	0.22
25975.62	2.6422	0.22
25977.92	2.7171	0.22
25980.22	2.5763	0.22
25982.52	2.6528	0.22
25984.82	2.5456	0.22
25987.12	2.4787	0.22
25989.42	2.5886	0.22
25991.72	2.7283	0.22
25994.02	2.4592	0.22
25996.32	2.6367	0.22
25998.62	2.4319	0.22
26007.82	2.4705	0.22
26010.12	2.5984	0.22
26012.42	2.5645	0.22
26014.72	2.5474	0.22
26017.02	2.5015	0.22
26019.32	2.4795	0.22
26021.62	2.5643	0.22
26023.92	2.4114	0.22
26026.22	2.5988	0.22
26028.52	2.4039	0.22
26030.82	2.3062	0.22
26033.12	2.4564	0.22
26035.42	2.5519	0.22
26037.72	2.6391	0.22
26040.02	2.5877	0.22
26042.32	2.4916	0.22
26044.62	2.5414	0.22
26047.1	2.5842	0.22
26049.85	2.3843	0.22
26052.6	2.1554	0.22
26055.35	2.2419	0.22
26058.1	2.6801	0.22
26060.85	2.772	0.22
26063.6	2.407	0.22
26066.35	2.5716	0.22
26069.1	2.4662	0.22
26071.85	2.1933	0.22
26074.6	2.6568	0.22
26077.35	2.4685	0.22
26080.1	2.2649	0.22
26082.85	2.3511	0.22
26085.6	2.4427	0.22
26088.35	2.5271	0.22
26091.1	2.7203	0.22
26093.85	2.6724	0.22
26096.6	2.5002	0.22
26099.35	2.6096	0.22
26102.1	2.8157	0.22
26104.85	2.8108	0.22
26107.6	2.6473	0.22
26110.35	2.6184	0.22
26113.1	2.2658	0.22
26115.85	2.248	0.22
26118.6	2.2876	0.22
26121.35	2.5136	0.22
26124.1	2.2058	0.22
26126.85	2.3642	0.22
26129.6	2.2106	0.22
26132.35	2.3139	0.22
26135.1	2.1437	0.22
26137.85	2.2735	0.22
26140.6	2.4503	0.22
26143.35	2.5768	0.22
26146.1	2.4972	0.22
26148.85	2.4968	0.22
26151.6	2.3882	0.22
26154.35	2.5218	0.22
26157.106	2.3243	0.22
26159.872	2.7637	0.22
26162.638	2.847	0.22
26165.404	2.432	0.22
26168.17	2.6816	0.22
26170.936	2.5262	0.22
26173.702	2.6732	0.22
26176.468	2.6576	0.22
26179.234	2.4966	0.22
26182	2.606	0.22
26184.766	2.638	0.22
26187.532	2.6788	0.22
26190.298	2.8314	0.22
26193.064	2.6775	0.22
26195.83	2.7962	0.22
26198.596	2.7235	0.22
26201.362	2.8199	0.22
26204.128	2.4308	0.22
26206.894	2.685	0.22
26209.66	2.4856	0.22
26212.426	2.7376	0.22
26215.191	2.4867	0.22
26217.957	2.4463	0.22
26220.723	2.3965	0.22
26223.489	2.2583	0.22
26226.255	2.7065	0.22
26229.021	2.4701	0.22
26231.787	2.4491	0.22
26234.553	2.574	0.22
26237.319	2.6484	0.22
26240.085	2.2988	0.22
26242.851	2.459	0.22
26245.617	2.5239	0.22
26248.383	2.4651	0.22
26251.149	2.5196	0.22
26253.915	2.6059	0.22
26256.681	2.6423	0.22
26259.447	2.6288	0.22
26263.018	2.6107	0.22
26266.791	2.5755	0.22
26270.564	2.6271	0.22
26274.336	2.4963	0.22
26278.109	2.8279	0.22
26281.882	2.4124	0.22
26285.655	2.5566	0.22
26289.427	2.2678	0.22
26293.2	2.5517	0.22
26296.973	2.5063	0.22
26300.745	2.4035	0.22
26304.518	2.8505	0.22
26308.291	2.4084	0.22
26312.064	2.7394	0.22
26315.836	2.6426	0.22
26319.609	2.6694	0.22
26323.382	2.9242	0.22
26327.155	2.9289	0.22
26330.927	2.962	0.22
26334.2	2.48	0.22
26334.7	2.877	0.22
