Time(kyr)	d18O(permille)	Stderror(permille)
55211.548	0.0657	0.22
55213.758	0.0409	0.22
55218.184	0.0022	0.22
55222.608	0.0845	0.22
55231.455	0.0216	0.22
55233.667	0.0871	0.22
55235.879	0.1557	0.22
55238.091	0.1854	0.22
55240.303	-0.0162	0.22
55242.515	0.0638	0.22
55247.108	-0.1132	0.22
55249.785	-0.2058	0.22
55252.46	-0.1839	0.22
55255.137	-0.0375	0.22
55257.813	-0.0609	0.22
55260.488	-0.0116	0.22
55263.166	-0.0604	0.22
55271.68	-0.147	0.22
55277.348	-0.0116	0.22
55283.015	-0.0265	0.22
55285.848	0.1319	0.22
55288.682	-0.1331	0.22
55291.515	-0.0235	0.22
55294.349	-0.0644	0.22
55302.187	0.116	0.22
55303.476	0.1618	0.22
55304.764	0.1319	0.22
55306.052	0.0562	0.22
55307.827	0.0891	0.22
55310.011	-0.0454	0.22
55312.198	0.0413	0.22
55314.383	0.0283	0.22
55316.569	0.117	0.22
55318.755	0.1399	0.22
55320.94	0.0921	0.22
55323.126	0.115	0.22
55325.312	0.2086	0.22
55327.498	0.1241	0.22
55329.685	0.0676	0.22
55331.871	0.0557	0.22
55334.024	0.1063	0.22
55335.976	-0.0425	0.22
55337.928	-0.1025	0.22
55339.879	0.0398	0.22
55341.831	-0.0048	0.22
55343.783	0.0418	0.22
55345.733	0.0299	0.22
55347.685	0.0031	0.22
55349.638	-0.0351	0.22
55353.921	-0.2923	0.22
55356.379	-0.1892	0.22
55358.839	-0.1535	0.22
55361.298	-0.097	0.22
55363.756	-0.3528	0.22
55366.216	0.0002	0.22
55368.675	0.017	0.22
55371.134	-0.0519	0.22
55373.593	0.0379	0.22
55375.89	-0.2675	0.22
55377.899	-0.0821	0.22
55381.919	-0.0345	0.22
55383.928	0.0646	0.22
55384.259	0.0641	0.22
55385.938	0.1122	0.22
55386.28	-0.0128	0.22
55387.948	0.0091	0.22
55390.323	0.0974	0.22
55392.344	-0.088	0.22
55394.365	-0.0647	0.22
55396.479	-0.086	0.22
55399.06	-0.0077	0.22
55401.642	0.0892	0.22
55404.223	0.023	0.22
55406.803	0.1133	0.22
55409.384	-0.0315	0.22
55411.965	0.1311	0.22
55414.546	0.1737	0.22
55416.936	0.0964	0.22
55419.134	0.0548	0.22
55421.333	-0.0136	0.22
55423.531	0.0022	0.22
55425.73	0.1202	0.22
55427.928	0.1103	0.22
55430.126	0.1063	0.22
55432.326	0.1172	0.22
55434.525	0.0577	0.22
55436.723	0.1202	0.22
55438.921	0.0409	0.22
55441.12	0.0327	0.22
55443.318	0.0496	0.22
55445.517	0.0983	0.22
55447.715	0.0159	0.22
55449.914	-0.007	0.22
55452.134	-0.1013	0.22
55454.374	-0.001	0.22
55456.614	-0.1073	0.22
55458.857	0.0734	0.22
55461.098	0.0109	0.22
55463.338	0.134	0.22
55465.578	0.0427	0.22
55467.819	0.133	0.22
55470.06	-0.002	0.22
55471.723	-0.0735	0.22
55473.27	-0.008	0.22
55474.817	0.0764	0.22
55476.364	0.1022	0.22
55477.911	0.128	0.22
55479.458	0.1558	0.22
55481.005	0.1836	0.22
55482.553	0.1657	0.22
55484.1	0.0431	0.22
55486.19	0.1293	0.22
55490.587	0.1618	0.22
55492.785	0.1278	0.22
55494.984	0.1747	0.22
55497.182	0.2316	0.22
55499.381	0.1109	0.22
55501.58	0.1413	0.22
55503.71	0.072	0.22
55505.827	0.1588	0.22
55507.945	0.0511	0.22
55510.062	0.1413	0.22
55512.179	0.1677	0.22
55514.296	0.0301	0.22
55516.413	0.1468	0.22
55518.53	0.1518	0.22
55520.647	0.0042	0.22
55523.5	0.089	0.22
55526.5	-0.0058	0.22
55529.5	0.0381	0.22
55532.5	0.1588	0.22
55535.499	0.1358	0.22
55538.499	0.09	0.22
55541.501	0.2475	0.22
55544.387	0.068	0.22
55547.25	-0.0776	0.22
55550.114	-0.1504	0.22
55552.977	0.0022	0.22
55555.841	0.1393	0.22
55558.705	0.0603	0.22
55561.568	0.0041	0.22
55563.808	0.0368	0.22
55565.423	-0.0757	0.22
55567.038	-0.1536	0.22
55568.653	-0.0266	0.22
55570.27	-0.0296	0.22
55571.885	0.1053	0.22
55573.5	0.0607	0.22
55575.115	0.1053	0.22
55576.731	0.2798	0.22
55578.346	0.2203	0.22
55579.962	0.1797	0.22
55581.577	0.2798	0.22
55583.192	0.2759	0.22
55584.926	0.2422	0.22
55586.779	0.1678	0.22
55588.632	0.1851	0.22
55590.485	0.1662	0.22
55592.339	0.1474	0.22
55594.192	0.2288	0.22
55596.044	0.2496	0.22
55597.897	0.202	0.22
55599.75	0.1931	0.22
55601.603	0.2204	0.22
55603.456	0.2218	0.22
55605.457	0.1474	0.22
55608.196	0.1365	0.22
55610.935	0.066	0.22
55613.673	0.1295	0.22
55616.412	0.1921	0.22
55617.916	0.2191	0.22
55619.153	0.197	0.22
55621.892	0.1791	0.22
55624.71	0.1414	0.22
55627.544	0.0456	0.22
55628.739	-0.0915	0.22
55639.694	0.0286	0.22
55645.172	-0.0557	0.22
55650.358	-0.0426	0.22
55655.399	0.1848	0.22
55660.437	0.2541	0.22
55665.477	0.0918	0.22
55669.927	-0.0007	0.22
55673.642	-0.1336666667	0.22
55673.784	0.2608	0.22
55677.64	0.2903	0.22
55681.497	0.2877	0.22
55685.355	0.2165	0.22
55696.925	0.1326	0.22
55704.64	0.0194	0.22
55712.353	0.0332	0.22
55720.066	0.0029	0.22
55723.923	0.3777	0.22
55727.779	0.3121	0.22
55731.694	0.2172	0.22
55735.894	0.1415	0.22
55740.094	0.1619	0.22
55744.292	0.3084	0.22
55748.492	0.262	0.22
55757.062	0.1172	0.22
55759.595	0.0829	0.22
55761.044	0.016	0.22
55762.491	0.2566	0.22
55763.94	0.1899	0.22
55765.387	0.2719	0.22
55766.112	0.3013	0.22
55768.284	0.2415	0.22
55769.732	0.2605	0.22
55771.181	0.2556	0.22
55772.629	0.1669	0.22
55774.488	0.1526	0.22
55776.487	0.1399	0.22
55778.488	0.0719	0.22
55780.488	0.078	0.22
55782.487	0.05	0.22
55784.486	-0.0406	0.22
55786.486	-0.0437	0.22
55788.487	0.0113	0.22
55790.486	-0.0438	0.22
55792.486	-0.1006	0.22
55794.568	-0.1071	0.22
55796.9	-0.1142	0.22
55799.234	0.0188	0.22
55801.567	-0.134	0.22
55803.902	-0.0035	0.22
55806.234	-0.0033	0.22
55808.567	-0.1272	0.22
55810.902	-0.1596	0.22
55813.233	-0.1001	0.22
55814.488	-0.62	0.22
55815.924	-0.1802	0.22
55816.5	-0.326	0.22
55823.562	-0.4898	0.22
55830.75	-0.958	0.22
55834.5	-2.161	0.22
55844.4	-1.405	0.22
55854.48	-1.529	0.22
55860.818	-1.367	0.22
55864.636	-2.26	0.22
55931.648	-0.1015	0.22
55931.892	0.023	0.22
55933.871	0.2225	0.22
55936.091	-0.1674	0.22
55936.486	-0.128	0.22
55938.312	-0.1288	0.22
55940	0.0725	0.22
55940.653	-0.2044	0.22
55943.363	-0.0706	0.22
55946.071	0.3927	0.22
55946.197	0.289	0.22
55954.201	0.008	0.22
55956.91	0.0755	0.22
55960.974	0.0651	0.22
55963.685	0.1352	0.22
55965.039	0.394	0.22
55966.395	0.3605	0.22
55967.748	0.3732	0.22
55970.457	0.2272	0.22
55973.168	0.5449	0.22
55975.876	0.2914	0.22
55978.557	0.094	0.22
55978.586	0.4116	0.22
55981.297	0.2517	0.22
55984.004	0.5396	0.22
55986.715	0.4912	0.22
55989.425	0.3897	0.22
55992.136	0.4923	0.22
55994.844	0.4402	0.22
55997.554	0.5909	0.22
56000.263	0.2533	0.22
56002.974	0.3905	0.22
56005.68	0.319	0.22
56007.036	0.4484	0.22
56011.101	0.4596	0.22
56013.809	0.5294	0.22
56033.37	0.5749	0.22
56036.686	0.6622	0.22
56040.001	0.7325	0.22
56046.348	0.487	0.22
56049.089	0.3881	0.22
56051.828	0.3438	0.22
56057.305	0.4979	0.22
56060.044	0.1475	0.22
56062.782	0.2398	0.22
56065.522	0.3238	0.22
56068.079	0.173	0.22
56070.599	0.3711	0.22
56073.119	0.4039	0.22
56075.639	0.4233	0.22
56078.159	0.2835	0.22
56080.68	0.2764	0.22
56083.2	0.1716	0.22
56085.719	0.2099	0.22
56088.407	0.1958	0.22
56091.271	0.203	0.22
56094.134	0.1724	0.22
56096.998	0.2528	0.22
56099.862	0.2521	0.22
56102.725	0.3841	0.22
56105.589	0.1763	0.22
56108.472	0.3882	0.22
56111.472	0.2105	0.22
56114.472	0.266	0.22
56117.473	0.1513	0.22
56120.473	0.4156	0.22
56123.473	0.1828	0.22
56126.473	0.2627	0.22
56129	0.4958	0.22
56132.706	0.2234	0.22
56136.412	0.3725	0.22
56140.118	0.4341	0.22
56143.824	0.5003	0.22
56147.529	0.3954	0.22
56150.724	0.3412	0.22
56152.897	0.3934	0.22
56155.069	0.3192	0.22
56157.241	0.3932	0.22
56159.414	0.3626	0.22
56161.586	0.3288	0.22
56163.759	0.5644	0.22
56165.931	0.4145	0.22
56168.103	0.3749	0.22
56172.909	0.535	0.22
56175.773	0.3987	0.22
56178.636	0.5012	0.22
56181.5	0.5244	0.22
56187.227	0.7588	0.22
56190.091	0.6581	0.22
56192.875	0.3998	0.22
56222.13	0.477	0.22
56224.87	0.468	0.22
56227.609	0.303	0.22
56230.348	0.3509	0.22
56233.087	0.3768	0.22
56235.448	0.2504	0.22
56237.621	0.4676	0.22
56239.793	0.4445	0.22
56241.966	0.5695	0.22
56244.138	0.6179	0.22
56246.31	0.4928	0.22
56248.483	0.6015	0.22
56250.655	0.7919	0.22
56252.828	0.643	0.22
56255	0.3758	0.22
56256.969	0.5034	0.22
56258.938	0.6572	0.22
56260.906	0.53	0.22
56262.875	0.6003	0.22
56264.844	0.5687	0.22
56266.813	0.628	0.22
56268.781	0.5681	0.22
56270.75	0.6259	0.22
56272.719	0.5922	0.22
56274.688	0.6457	0.22
56276.84	0.5854	0.22
56279.36	0.7054	0.22
56281.88	0.5387	0.22
56284.4	0.6385	0.22
56286.92	0.4978	0.22
56289.44	0.5761	0.22
56291.96	0.5464	0.22
56294.48	0.4095	0.22
56297	0.4433	0.22
56299.032	0.3529	0.22
56301.065	0.2632	0.22
56303.097	0.3682	0.22
56305.129	0.5018	0.22
56307.161	0.4579	0.22
56309.194	0.3812	0.22
56311.226	0.6282	0.22
56313.258	0.5347	0.22
56315.29	0.5083	0.22
56317.323	0.2642	0.22
56319.273	0.5153	0.22
56321.182	0.3784	0.22
56323.091	0.5814	0.22
56325	0.6197	0.22
56326.909	0.395	0.22
56328.818	0.3227	0.22
56330.727	0.512	0.22
56332.636	0.5769	0.22
56334.545	0.203	0.22
56336.455	0.129	0.22
56338.364	0.077	0.22
56340.986	0.058	0.22
56343.964	0.272	0.22
56346.943	0.417	0.22
56349.921	0.333	0.22
56351.907	0.3559	0.22
56352.899	0.49	0.22
56355.878	0.4168	0.22
56358.856	0.447	0.22
56362.828	0.4169	0.22
56365.806	0.484	0.22
56368.784	0.314	0.22
56371.763	0.345	0.22
56374.741	0.373	0.22
56377.72	0.397	0.22
56380.698	0.4109	0.22
56383.677	0.3921	0.22
56386.655	0.42	0.22
56389.633	0.3931	0.22
56391.619	0.3007	0.22
56394.598	0.3563	0.22
56398.569	0.2084	0.22
56407.504	0.3285	0.22
56413.461	0.407	0.22
56416.439	0.253	0.22
56419.418	0.4189	0.22
56422.396	0.255	0.22
56425.375	0.3772	0.22
56430.339	0.262	0.22
56437.288	0.3891	0.22
56440.267	0.3412	0.22
56443.245	0.3901	0.22
56446.224	0.2252	0.22
56452.181	0.253	0.22
56455.159	0.3312	0.22
56458.138	0.0943	0.22
56461.116	0.2632	0.22
56464.094	0.3888	0.22
56466.08	0.2265	0.22
56469.059	0.4671	0.22
56473.03	0.3035	0.22
56476.008	0.1649	0.22
56479.387	0.2317	0.22
56482.967	0.2801	0.22
56490.126	0.3038	0.22
56493.706	0.4261	0.22
56497.285	0.4415	0.22
56500.865	0.4023	0.22
56504.444	0.4855	0.22
56508.024	0.4222	0.22
56510.41	0.4263	0.22
56513.99	0.3505	0.22
56518.762	0.4325	0.22
56522.342	0.4331	0.22
56525.921	0.4931	0.22
56529.501	0.3925	0.22
56533.081	0.395	0.22
56536.66	0.485	0.22
56540.24	0.5072	0.22
56543.819	0.3796	0.22
56547.399	0.3913	0.22
56553.365	0.3758	0.22
56556.944	0.3662	0.22
56561.717	0.3431	0.22
56565.296	0.431	0.22
56568.876	0.4578	0.22
56572.456	0.4782	0.22
56576.035	0.4325	0.22
56579.615	0.3365	0.22
56582.677	0.4436	0.22
56584.705	0.4424	0.22
56586.733	0.4007	0.22
56588.761	0.3661	0.22
56590.789	0.4481	0.22
56592.141	0.3989	0.22
56594.169	0.4664	0.22
56598.901	0.4898	0.22
56600.929	0.5413	0.22
56602.957	0.3797	0.22
56604.985	0.4692	0.22
56607.013	0.3145	0.22
56609.041	0.4888	0.22
56611.069	0.5122	0.22
56613.097	0.4609	0.22
56616.477	0.4746	0.22
56618.505	0.3773	0.22
56621.209	0.4846	0.22
56623.237	0.4133	0.22
56625.264	0.465	0.22
56627.292	0.4012	0.22
56629.32	0.5087	0.22
56631.348	0.3356	0.22
56633.376	0.38	0.22
56635.404	0.2734	0.22
56637.432	0.3198	0.22
56639.46	0.4561	0.22
56641.488	0.3396	0.22
56642.84	0.4136	0.22
56644.868	0.4265	0.22
56647.572	0.3702	0.22
56651.628	0.2981	0.22
56653.656	0.382	0.22
56655.684	0.3001	0.22
56657.712	0.6743	0.22
56659.74	0.4413	0.22
56661.768	0.382	0.22
56663.796	0.4926	0.22
56665.824	0.382	0.22
56667.176	0.4378	0.22
56669.204	0.3998	0.22
56671.908	0.3731	0.22
56673.936	0.3425	0.22
56675.964	0.464	0.22
56677.992	0.466	0.22
56680.02	0.4788	0.22
56682.048	0.5568	0.22
56684.076	0.4877	0.22
56686.104	0.4669	0.22
56688.132	0.3958	0.22
56690.16	0.379	0.22
56692.188	0.3841	0.22
56693.54	0.5156	0.22
56695.568	0.5022	0.22
56698.272	0.5912	0.22
56700.3	0.508	0.22
56704.356	0.5517	0.22
56706.384	0.4872	0.22
56708.412	0.4022	0.22
56710.439	0.4281	0.22
56712.467	0.4998	0.22
56714.495	0.3862	0.22
56716.523	0.3494	0.22
56717.875	0.4252	0.22
56719.903	0.4059	0.22
56722.607	0.4731	0.22
56724.635	0.4477	0.22
56726.663	0.2781	0.22
56728.691	0.4446	0.22
56730.719	0.3306	0.22
56732.747	0.3326	0.22
56736.803	0.3026	0.22
56738.831	0.412	0.22
56740.859	0.5625	0.22
56744.239	0.4735	0.22
56746.267	0.3597	0.22
56748.971	0.4056	0.22
56750.999	0.2205	0.22
56753.691	0.3098	0.22
56756.384	0.4226	0.22
56759.076	0.5962	0.22
56761.768	0.2978	0.22
56764.461	0.2646	0.22
56767.153	0.4465	0.22
56772.537	0.1607	0.22
56777.025	0.3377	0.22
56780.614	0.3842	0.22
56783.307	0.3466	0.22
56785.999	0.4762	0.22
56788.691	0.2571	0.22
56791.384	0.2576	0.22
56794.076	0.2418	0.22
56796.768	0.2715	0.22
56802.153	0.4188	0.22
56804.845	0.3545	0.22
56807.537	0.2675	0.22
56809.332	0.5671	0.22
56812.025	0.3456	0.22
56815.614	0.2843	0.22
56818.307	0.1578	0.22
56831.768	0.403	0.22
56834.461	0.3031	0.22
56839.845	-0.0153	0.22
56841.64	0.1459	0.22
56844.332	0.2191	0.22
56847.922	0.1696	0.22
56850.614	0.3511	0.22
56853.307	0.4081	0.22
56855.999	0.1317	0.22
56860.621	0.3835	0.22
56862.932	0.1721	0.22
56865.243	0.2926	0.22
56867.555	0.4388	0.22
56869.866	0.4476	0.22
56872.177	0.2773	0.22
56873.718	0.0694	0.22
56876.029	0.2739	0.22
56879.11	0.2635	0.22
56881.421	0.3104	0.22
56883.732	0.3361	0.22
56886.043	0.4427	0.22
56888.355	0.4605	0.22
56890.666	0.4911	0.22
56892.977	0.4536	0.22
56895.288	0.4753	0.22
56896.829	0.5336	0.22
56899.14	0.3943	0.22
56902.221	0.4212	0.22
56904.532	0.1952	0.22
56906.843	0.4182	0.22
56909.155	0.5062	0.22
56911.466	0.4092	0.22
56913.777	0.5081	0.22
56918.399	0.5272	0.22
56920.71	0.5223	0.22
56923.021	0.361	0.22
56925.332	0.485	0.22
56927.643	0.3738	0.22
56929.955	0.3306	0.22
56934.577	0.4411	0.22
56936.888	0.3957	0.22
56939.199	0.4965	0.22
56941.51	0.5341	0.22
56943.821	0.4728	0.22
56946.132	0.3175	0.22
56948.443	0.3511	0.22
56950.755	0.2254	0.22
56953.066	0.2996	0.22
56957.688	0.4481	0.22
56959.999	0.3639	0.22
56962.49	0.2036	0.22
56969.961	0.454	0.22
56972.452	0.3085	0.22
56974.943	0.4589	0.22
56977.433	0.5233	0.22
56979.924	0.4362	0.22
56982.414	0.6103	0.22
56984.905	0.3748	0.22
56987.396	0.5161	0.22
56989.886	0.538	0.22
56999.849	0.5559	0.22
57002.339	0.4866	0.22
57004.83	0.4823	0.22
57008.151	0.4136	0.22
57010.641	0.4703	0.22
57013.132	0.5052	0.22
57015.623	0.5698	0.22
57018.113	0.4753	0.22
57020.604	0.4853	0.22
57023.094	0.4997	0.22
57025.585	0.3599	0.22
57028.076	0.6783	0.22
57030.566	0.3519	0.22
57033.057	0.5052	0.22
57035.547	0.7728	0.22
57038.038	0.8182	0.22
57040.529	0.7404	0.22
57043.019	0.456	0.22
57045.51	0.649	0.22
57048.001	0.96	0.22
57050.491	0.4878	0.22
57052.982	0.672	0.22
57055.472	0.6852	0.22
57057.963	0.5724	0.22
57060.454	0.8319	0.22
57062.944	0.6889	0.22
57065.435	0.5654	0.22
57067.925	0.6663	0.22
57070.416	0.6551	0.22
57075.397	0.7576	0.22
57077.888	0.718	0.22
57080.378	0.7217	0.22
57085.36	0.8912	0.22
57087.85	0.7193	0.22
57090.341	0.8063	0.22
57092.831	0.6965	0.22
57097.813	0.6297	0.22
57100.303	0.7333	0.22
57102.794	0.6979	0.22
57105.285	0.6845	0.22
57107.775	0.8541	0.22
57112.756	0.4613	0.22
57115.247	0.2631	0.22
57117.738	0.5428	0.22
57120.228	0.4799	0.22
57123.549	0.6137	0.22
57126.04	0.6262	0.22
57128.53	0.7091	0.22
57131.021	0.6543	0.22
57133.511	0.7142	0.22
57136.002	0.5176	0.22
57137.901	0.3253	0.22
57139.799	0.3307	0.22
57141.698	0.3492	0.22
57143.597	0.4739	0.22
57145.495	0.511	0.22
57147.394	0.3997	0.22
57149.293	0.5461	0.22
57151.192	0.4302	0.22
57153.09	0.3626	0.22
57154.989	0.4124	0.22
57156.888	0.448	0.22
57158.786	0.4164	0.22
57160.685	0.5847	0.22
57162.584	0.4401	0.22
57164.482	0.6223	0.22
57166.381	0.6312	0.22
57168.28	0.5777	0.22
57170.179	0.3916	0.22
57172.077	0.6488	0.22
57175.875	0.3827	0.22
57177.773	0.4045	0.22
57179.672	0.4738	0.22
57181.571	0.501	0.22
57183.469	0.6934	0.22
57185.368	0.5084	0.22
57187.267	0.4966	0.22
57192.963	0.4639	0.22
57194.862	0.454	0.22
57196.76	0.2144	0.22
57198.659	0.3797	0.22
57202.456	0.4094	0.22
57204.355	0.452	0.22
57206.254	0.4337	0.22
57208.152	0.5728	0.22
57210.051	0.6312	0.22
57216.38	0.2793	0.22
57218.279	0.1618	0.22
57219.545	0.1126	0.22
57220.178	0.2361	0.22
57222.076	0.3033	0.22
57223.975	0.29545	0.22
57225.874	0.3125	0.22
57227.772	0.53085	0.22
57229.671	0.36055	0.22
57231.57	0.4737	0.22
57233.468	0.19125	0.22
57235.367	0.2954	0.22
57237.52	0.1882	0.22
57242.08	0.2158	0.22
57244.36	0.2834	0.22
57246.64	0.3111	0.22
57262.6	0.3875	0.22
57264.879	0.3742	0.22
57269.439	0.4687	0.22
57273.999	0.5086	0.22
57276.279	0.5876	0.22
57278.559	0.5195	0.22
57283.119	0.6275	0.22
57285.399	0.3985	0.22
57287.679	0.2859	0.22
57289.959	0.4557	0.22
57292.239	0.3558	0.22
57294.519	0.4291	0.22
57296.799	0.4988	0.22
57299.079	0.5483	0.22
57301.359	0.5276	0.22
57303.639	0.461	0.22
57305.919	0.4441	0.22
57308.199	0.3538	0.22
57310.479	0.2398	0.22
57312.759	0.3856	0.22
57317.319	0.3679	0.22
57321.878	0.3776	0.22
57324.158	0.3143	0.22
57326.438	0.4024	0.22
57330.998	0.3838	0.22
57333.278	0.353	0.22
57335.558	0.3102	0.22
57337.838	0.3213	0.22
57340.118	0.3578	0.22
57342.398	0.3481	0.22
57344.678	0.4747	0.22
57346.958	0.5195	0.22
57349.238	0.3409	0.22
57352.164	0.1838	0.22
57361.909	0.5145	0.22
57368.406	0.4875	0.22
57371.654	0.4036	0.22
57378.151	0.5004	0.22
57381.4	0.5369	0.22
57384.648	0.5351	0.22
57387.897	0.5152	0.22
57391.145	0.4319	0.22
57394.393	0.5761	0.22
57397.642	0.5519	0.22
57400.89	0.5703	0.22
57404.139	0.4471	0.22
57407.387	0.6439	0.22
57410.636	0.4787	0.22
57413.884	0.4282	0.22
57417.133	0.3667	0.22
57420.381	0.5618	0.22
57423.629	0.6108	0.22
57426.878	0.5493	0.22
57433.375	0.5284	0.22
57436.623	0.5925	0.22
57439.872	0.5195	0.22
57443.12	0.4868	0.22
57446.369	0.3865	0.22
57452.865	0.5832	0.22
57459.362	0.4092	0.22
57462.611	0.5513	0.22
57465.859	0.4895	0.22
57469.108	0.5593	0.22
57472.356	0.6177	0.22
57475.605	0.5796	0.22
57478.853	0.5633	0.22
57482.101	0.5126	0.22
57485.35	0.5096	0.22
57488.598	0.585	0.22
57491.847	0.5061	0.22
57495.095	0.5453	0.22
57498.344	0.4867	0.22
57501.592	0.4729	0.22
57504.841	0.4086	0.22
57511.337	0.5324	0.22
57514.586	0.4874	0.22
57520.885	0.3581	0.22
57523.54	0.3501	0.22
57526.195	0.4098	0.22
57528.849	0.4884	0.22
57531.504	0.4048	0.22
57534.159	0.5063	0.22
57536.814	0.5103	0.22
57539.469	0.5292	0.22
57542.124	0.4188	0.22
57544.779	0.4387	0.22
57547.433	0.39655	0.22
57550.088	0.32735	0.22
57551.858	0.5959	0.22
57554.513	0.5821	0.22
57558.053	0.652	0.22
57560.708	0.3132	0.22
57563.362	0.6264	0.22
57566.017	0.4975	0.22
57568.672	0.4327	0.22
57571.327	0.3217	0.22
57576.637	0.2138	0.22
57583.716	0.5989	0.22
57589.026	0.3426	0.22
57594.336	0.6349	0.22
57597.875	0.3634	0.22
57602.3	0.2955	0.22
57611.15	0.6116	0.22
57616.459	0.3606	0.22
57618.229	0.5417	0.22
57624.443	0.5715	0.22
57629.777	0.6925	0.22
57630.666	0.3029	0.22
57632.443	0.4141	0.22
57634.221	0.4792	0.22
57636.888	0.4363	0.22
57639.555	0.3277	0.22
57644.888	0.2455	0.22
57647.555	0.35	0.22
57650.221	0.5228	0.22
57652.888	0.352	0.22
57655.555	0.3126	0.22
57658.221	0.3528	0.22
57660.888	0.4154	0.22
57662.666	0.2966	0.22
57665.332	0.5708	0.22
57671.555	0.4108	0.22
57674.221	0.5736	0.22
57676.888	0.4178	0.22
57679.555	0.2779	0.22
57682.221	0.3995	0.22
57684.888	0.3787	0.22
57690.221	0.7242	0.22
57692.888	0.5348	0.22
57711.555	0.3165	0.22
57716.888	0.3052	0.22
57719.555	0.4166	0.22
57724.796	0.2116	0.22
57727.188	0.3061	0.22
57728.782	0.2196	0.22
57731.173	0.2416	0.22
57734.362	0.612	0.22
57739.145	0.4689	0.22
57741.536	0.6701	0.22
57743.928	0.506	0.22
57746.319	0.4869	0.22
57748.71	0.4824	0.22
57788.567	0.695	0.22
57790.959	0.7044	0.22
57796.539	0.5828	0.22
57798.93	0.576	0.22
57801.322	0.5872	0.22
57803.713	0.6579	0.22
57806.104	0.5515	0.22
57808.496	0.6728	0.22
57810.887	0.5569	0.22
57813.279	0.5441	0.22
57815.67	0.6061	0.22
57817.264	0.5424	0.22
57819.656	0.5972	0.22
57822.844	0.588	0.22
57825.236	0.5622	0.22
57827.627	0.5779	0.22
57830.019	0.5684	0.22
57832.41	0.6591	0.22
57834.801	0.6233	0.22
57837.193	0.5951	0.22
57839.584	0.6005	0.22
57841.976	0.5515	0.22
57844.367	0.5442	0.22
57846.759	0.6621	0.22
57848.353	0.525	0.22
57850.744	0.6249	0.22
57853.933	0.6038	0.22
57856.324	0.6016	0.22
57858.716	0.4957	0.22
57861.107	0.5698	0.22
57863.499	0.6896	0.22
57865.89	0.5958	0.22
57868.281	0.509	0.22
57870.673	0.4582	0.22
57873.064	0.5013	0.22
57875.456	0.5684	0.22
57877.05	0.5294	0.22
57879.441	0.6367	0.22
57882.63	0.6409	0.22
57885.021	0.609	0.22
57887.413	0.4859	0.22
57889.804	0.6826	0.22
57892.196	0.6226	0.22
57894.587	0.6432	0.22
57896.978	0.5439	0.22
57899.37	0.5738	0.22
57901.761	0.6238	0.22
57904.153	0.5959	0.22
57906.544	0.5276	0.22
57908.138	0.5465	0.22
57910.53	0.5227	0.22
57913.718	0.6655	0.22
57916.11	0.606	0.22
57918.501	0.6803	0.22
57920.893	0.6334	0.22
57923.284	0.595	0.22
57925.675	0.6407	0.22
57928.067	0.6258	0.22
57932.85	0.4533	0.22
57935.241	0.6745	0.22
57936.835	0.603	0.22
57939.227	0.9279	0.22
57942.415	0.678	0.22
57944.807	0.7834	0.22
57947.198	0.699	0.22
57949.59	0.7566	0.22
57951.981	0.7012	0.22
57954.372	0.6639	0.22
57956.764	0.7414	0.22
57959.155	0.6806	0.22
57961.547	0.5888	0.22
57963.938	0.5169	0.22
57966.33	0.5362	0.22
57967.924	0.6313	0.22
57970.315	0.5624	0.22
57973.504	0.6288	0.22
57975.895	0.6644	0.22
57978.287	0.6906	0.22
57980.678	0.6298	0.22
57983.07	0.649	0.22
57985.461	0.5745	0.22
57986.258	0.7313	0.22
57987.852	0.5487	0.22
57988.649	0.5904	0.22
57990.244	0.5284	0.22
57991.041	0.4678	0.22
57991.838	0.58405	0.22
57994.229	0.309	0.22
57996.621	0.6428	0.22
58001.404	0.2572	0.22
58004.136	0.2444	0.22
58007.549	0.5303	0.22
58009.824	0.1721	0.22
58016.65	0.3908	0.22
58022.339	0.6731	0.22
58031.44	0.7162	0.22
58034.853	0.2051	0.22
58041.679	0.4742	0.22
58050.781	0.5645	0.22
58057.607	0.2898	0.22
58062.158	0.459	0.22
58068.984	0.649	0.22
58072.397	0.6982	0.22
58079.223	0.5107	0.22
58086.049	0.6601	0.22
58091.737	0.6163	0.22
58098.563	0.4595	0.22
58107.665	0.4584	0.22
58113.353	0.6691	0.22
58116.766	0.3338	0.22
58120.179	0.6413	0.22
58123.592	0.5791	0.22
58127.006	0.5896	0.22
58130.419	0.8198	0.22
58149.759	0.896	0.22
58154.31	0.2764	0.22
58167.962	0.9235	0.22
58180.477	1.0136	0.22
58183.89	0.6172	0.22
58188.44	0.7263	0.22
58191.853	0.4979	0.22
58195.267	0.8532	0.22
58200.955	1.0272	0.22
58207.781	0.8088	0.22
58214.607	0.9765	0.22
58219.158	0.8253	0.22
58221.433	1.0003	0.22
58228.259	0.942	0.22
58235.085	0.9089	0.22
58239.636	0.8344	0.22
58246.462	0.959	0.22
58253.288	0.9742	0.22
58258.977	0.4795	0.22
58265.803	0.9269	0.22
58272.629	0.6882	0.22
58277.18	0.6534	0.22
58286.281	0.8599	0.22
58306.76	0.9275	0.22
58320.412	0.9843	0.22
58326.1	0.9859	0.22
58334.064	1.0531	0.22
58347.716	0.947	0.22
58357.955	1.1773	0.22
58363.644	0.9219	0.22
58371.607	0.9701	0.22
58379.571	1.039	0.22
